household_id,timestamp,usage_m3,district,type,household_size,lat,lon,temperature,supply_node,feedback
H0724,2025-09-25 06:00:00,0.329,East,residential,4,12.965196,80.227653,17.33,Node_5,
H0579,2025-09-25 06:00:00,0.261,West,residential,4,12.964112,80.171862,14.7,Node_1,
H0026,2025-09-25 06:00:00,0.328,North,residential,5,12.931334,80.186497,12.95,Node_7,
H0565,2025-09-25 06:00:00,0.061,West,residential,2,12.973659,80.193444,16.74,Node_6,
H0601,2025-09-25 06:00:00,0.224,West,residential,4,12.958715,80.228119,12.0,Node_7,
H0610,2025-09-25 06:00:00,0.031,North,residential,1,12.940805,80.213759,14.74,Node_4,
H0068,2025-09-25 06:00:00,0.158,North,residential,4,12.958553,80.218166,17.31,Node_3,
H0565,2025-09-25 07:00:00,0.095,West,residential,2,12.97177,80.194268,11.66,Node_3,
H0651,2025-09-25 07:00:00,0.105,Central,residential,2,12.987371,80.186612,15.78,Node_9,
H0612,2025-09-25 07:00:00,0.276,Central,residential,5,12.939048,80.220309,13.37,Node_7,
H0737,2025-09-25 07:00:00,0.115,North,residential,1,12.919228,80.25994,9.52,Node_8,
H0249,2025-09-25 07:00:00,0.194,West,residential,2,12.994216,80.223118,16.9,Node_2,
H0250,2025-09-25 07:00:00,0.03,North,residential,1,12.975847,80.235256,14.29,Node_7,
H0216,2025-09-25 07:00:00,0.207,North,residential,4,12.982565,80.236186,15.77,Node_8,
H0282,2025-09-25 07:00:00,0.03,South,residential,1,12.982316,80.245045,10.18,Node_5,
H0400,2025-09-25 08:00:00,0.091,North,residential,1,12.893336,80.192164,14.68,Node_1,
H0024,2025-09-25 08:00:00,0.181,East,residential,3,12.950162,80.149987,12.98,Node_9,leak in pipeline near main road tap water brown sometimes
H0388,2025-09-25 08:00:00,0.21,East,residential,4,12.907105,80.236217,12.63,Node_5,
H0078,2025-09-25 08:00:00,0.141,East,residential,2,12.936841,80.205,8.82,Node_2,
H0506,2025-09-25 08:00:00,0.224,South,residential,4,12.960168,80.161937,15.89,Node_3,
H0608,2025-09-25 08:00:00,0.23,South,residential,4,12.969211,80.220902,10.16,Node_1,
H0363,2025-09-25 08:00:00,0.27,Central,residential,4,12.963054,80.160208,17.96,Node_2,
H0774,2025-09-25 08:00:00,0.217,West,residential,3,12.983797,80.210316,13.35,Node_3,
H0198,2025-09-25 08:00:00,0.12,South,residential,3,12.921682,80.202661,10.33,Node_9,
H0447,2025-09-25 08:00:00,0.225,Central,residential,5,12.897753,80.240281,9.66,Node_5,
H0338,2025-09-25 08:00:00,0.164,East,residential,4,12.936751,80.166002,22.05,Node_7,
H0508,2025-09-25 08:00:00,0.305,South,residential,4,12.9452,80.17042,12.36,Node_6,
H0198,2025-09-25 09:00:00,0.21,South,residential,3,12.92302,80.204392,14.88,Node_2,
H0645,2025-09-25 09:00:00,0.109,East,residential,3,12.983817,80.199793,14.58,Node_1,
H0071,2025-09-25 09:00:00,0.326,Central,commercial,3,12.97474,80.225239,16.2,Node_10,low water pressure in the morning tap water brown sometimes
H0398,2025-09-25 09:00:00,0.276,North,commercial,4,12.978936,80.184414,13.99,Node_9,
H0569,2025-09-25 09:00:00,0.162,North,residential,3,12.942403,80.19799,20.03,Node_1,
H0602,2025-09-25 09:00:00,0.217,East,residential,3,12.924388,80.224001,18.28,Node_9,
H0550,2025-09-25 10:00:00,0.043,East,residential,2,12.948266,80.207506,10.75,Node_8,
H0296,2025-09-25 10:00:00,0.189,North,commercial,3,12.923891,80.149726,13.86,Node_2,
H0317,2025-09-25 10:00:00,0.274,East,residential,5,12.990635,80.24763,18.27,Node_4,
H0434,2025-09-25 10:00:00,0.077,East,residential,3,12.945645,80.2083,15.27,Node_5,
H0190,2025-09-25 10:00:00,0.135,East,residential,2,12.940204,80.17772,13.99,Node_2,
H0311,2025-09-25 10:00:00,0.176,North,residential,3,12.936436,80.212842,18.89,Node_1,
H0219,2025-09-25 10:00:00,0.01,South,residential,1,12.910736,80.243823,13.07,Node_1,low water pressure in the morning
H0157,2025-09-25 11:00:00,0.096,East,residential,2,12.978294,80.235678,12.55,Node_2,
H0704,2025-09-25 11:00:00,0.154,West,residential,3,12.969912,80.145613,8.36,Node_1,
H0137,2025-09-25 11:00:00,0.176,South,residential,4,12.954345,80.188729,11.5,Node_10,
H0253,2025-09-25 11:00:00,0.127,Central,residential,2,12.972444,80.197231,19.44,Node_5,
H0669,2025-09-25 11:00:00,0.221,Central,residential,4,12.974913,80.243803,11.18,Node_6,
H0666,2025-09-25 11:00:00,0.105,West,residential,3,12.965435,80.204771,14.59,Node_8,
H0736,2025-09-25 11:00:00,0.317,East,commercial,3,12.94023,80.199892,16.23,Node_7,
H0728,2025-09-25 11:00:00,0.117,East,residential,3,12.985035,80.209445,12.44,Node_6,
H0452,2025-09-25 12:00:00,0.197,East,commercial,1,13.009845,80.193974,8.26,Node_1,
H0240,2025-09-25 12:00:00,0.192,Central,residential,5,12.901631,80.260986,17.11,Node_10,dirty water smell
H0455,2025-09-25 12:00:00,0.214,North,residential,4,12.930524,80.212781,15.16,Node_6,
H0138,2025-09-25 12:00:00,0.219,West,commercial,3,12.986035,80.186679,8.88,Node_2,
H0608,2025-09-25 13:00:00,0.112,South,residential,4,12.972507,80.22351,17.21,Node_8,
H0476,2025-09-25 13:00:00,0.2,Central,residential,3,12.908124,80.195152,15.76,Node_8,
H0251,2025-09-25 13:00:00,0.126,East,residential,4,12.982112,80.209102,12.72,Node_10,
H0142,2025-09-25 13:00:00,0.125,North,residential,3,12.944322,80.204368,10.25,Node_1,
H0783,2025-09-25 13:00:00,0.137,East,residential,2,12.955888,80.181262,15.55,Node_6,
H0689,2025-09-25 13:00:00,0.149,South,residential,2,12.90379,80.116178,17.63,Node_4,
H0555,2025-09-25 13:00:00,0.155,East,residential,4,12.942367,80.199888,12.28,Node_9,
H0348,2025-09-25 13:00:00,0.129,South,residential,2,12.963823,80.160052,15.46,Node_8,uneven supply across district water outage during weekend
H0072,2025-09-25 14:00:00,0.171,North,commercial,3,12.935627,80.23157,8.62,Node_8,
H0458,2025-09-25 14:00:00,0.088,East,residential,3,12.953845,80.196906,14.49,Node_4,
H0432,2025-09-25 14:00:00,0.244,East,residential,4,12.899621,80.235687,15.15,Node_6,
H0645,2025-09-25 14:00:00,0.142,East,residential,3,12.985569,80.199457,12.88,Node_8,
H0620,2025-09-25 14:00:00,0.248,South,commercial,6,12.982375,80.215294,16.03,Node_6,
H0254,2025-09-25 14:00:00,0.029,South,residential,1,12.954729,80.211908,12.78,Node_3,
H0619,2025-09-25 14:00:00,0.089,South,residential,3,12.960218,80.134719,14.45,Node_4,
H0674,2025-09-25 14:00:00,0.102,West,residential,4,12.975884,80.206626,20.14,Node_10,
H0588,2025-09-25 14:00:00,0.05,South,residential,3,12.948857,80.177547,14.64,Node_6,
H0386,2025-09-25 14:00:00,0.159,East,residential,3,12.968553,80.174184,15.24,Node_10,
H0526,2025-09-25 15:00:00,0.1,West,residential,3,12.993533,80.149503,11.56,Node_8,
H0106,2025-09-25 15:00:00,0.22,North,residential,5,13.013202,80.188671,12.52,Node_10,
H0758,2025-09-25 15:00:00,0.168,East,residential,4,13.005523,80.19557,15.07,Node_4,
H0029,2025-09-25 16:00:00,0.141,East,residential,4,12.918293,80.180636,12.84,Node_10,
H0201,2025-09-25 16:00:00,0.091,South,residential,3,12.938762,80.20522,12.81,Node_10,
H0057,2025-09-25 16:00:00,0.096,North,residential,3,13.006479,80.212708,7.66,Node_8,
H0783,2025-09-25 16:00:00,0.039,East,residential,2,12.953331,80.18461,10.47,Node_8,
H0644,2025-09-25 16:00:00,0.065,South,residential,4,12.915016,80.182838,15.58,Node_4,
H0027,2025-09-25 16:00:00,0.264,East,commercial,2,12.98445,80.222923,19.1,Node_6,
H0674,2025-09-25 16:00:00,0.157,West,residential,4,12.973609,80.20605,9.79,Node_4,
H0151,2025-09-25 16:00:00,0.148,East,residential,4,12.940499,80.167258,13.17,Node_2,
H0038,2025-09-25 16:00:00,0.21,West,residential,4,12.928738,80.165648,10.16,Node_10,
H0537,2025-09-25 17:00:00,0.182,Central,residential,4,12.886962,80.233123,11.52,Node_1,
H0433,2025-09-25 17:00:00,0.351,South,commercial,3,12.922242,80.210858,14.62,Node_5,
H0369,2025-09-25 17:00:00,0.152,East,residential,3,12.952772,80.179269,11.42,Node_9,
H0521,2025-09-25 17:00:00,0.235,West,residential,5,12.900787,80.210083,11.88,Node_9,
H0303,2025-09-25 17:00:00,0.093,North,residential,2,12.95073,80.21653,13.26,Node_4,
H0630,2025-09-25 17:00:00,0.423,Central,commercial,2,12.921935,80.227555,15.5,Node_5,
H0200,2025-09-25 17:00:00,0.057,West,residential,2,12.896411,80.161277,16.51,Node_4,
H0191,2025-09-25 17:00:00,0.122,South,residential,2,12.947536,80.205537,9.52,Node_5,
H0703,2025-09-25 18:00:00,0.13,West,residential,3,12.945441,80.210001,12.35,Node_1,
H0293,2025-09-25 18:00:00,0.372,North,commercial,5,12.986654,80.199646,8.93,Node_8,
H0794,2025-09-25 18:00:00,0.351,North,commercial,3,12.919987,80.23213,14.27,Node_8,
H0257,2025-09-25 18:00:00,0.378,West,commercial,2,12.93159,80.253308,15.64,Node_6,
H0131,2025-09-25 18:00:00,0.153,West,residential,3,12.977534,80.191524,18.47,Node_5,
H0076,2025-09-25 18:00:00,0.098,North,residential,2,12.885809,80.253825,14.22,Node_1,
H0131,2025-09-25 18:00:00,0.189,West,residential,3,12.976433,80.189789,13.39,Node_7,
H0475,2025-09-25 18:00:00,0.193,North,residential,4,12.946407,80.19008,17.22,Node_1,
H0380,2025-09-25 19:00:00,0.124,East,residential,2,12.955082,80.206774,14.28,Node_8,no water since yesterday evening low water pressure in the morning
H0646,2025-09-25 19:00:00,0.396,South,commercial,3,12.934713,80.149816,13.39,Node_6,
H0334,2025-09-25 19:00:00,0.12,West,residential,3,12.892108,80.202699,16.02,Node_6,
H0482,2025-09-25 19:00:00,0.156,South,residential,2,12.899371,80.201818,18.36,Node_6,
H0427,2025-09-25 19:00:00,0.228,South,residential,4,12.992468,80.193617,11.43,Node_10,
H0563,2025-09-25 19:00:00,0.335,North,commercial,4,12.964148,80.213009,12.3,Node_4,
H0189,2025-09-25 19:00:00,0.163,East,residential,4,12.940219,80.24427,14.63,Node_9,
H0079,2025-09-25 19:00:00,0.122,West,residential,2,12.908232,80.157774,16.86,Node_8,excellent timely supply
H0463,2025-09-25 19:00:00,0.211,East,residential,4,12.952037,80.20944,13.97,Node_8,
H0642,2025-09-25 19:00:00,0.222,South,residential,2,12.915974,80.131009,9.35,Node_8,
H0110,2025-09-25 20:00:00,0.287,Central,commercial,2,12.976517,80.185189,13.51,Node_3,
H0610,2025-09-25 20:00:00,0.159,North,residential,1,12.94086,80.214037,10.77,Node_4,
H0162,2025-09-25 20:00:00,0.367,East,commercial,4,12.915826,80.173628,12.61,Node_6,low water pressure in the morning no water since yesterday evening
H0236,2025-09-25 20:00:00,0.125,Central,residential,2,12.966309,80.233305,16.18,Node_5,
H0110,2025-09-25 20:00:00,0.216,Central,commercial,2,12.973864,80.183929,15.82,Node_10,
H0559,2025-09-25 20:00:00,0.01,East,residential,1,13.002338,80.238222,17.56,Node_5,
H0066,2025-09-25 20:00:00,0.312,Central,residential,6,12.933824,80.207938,14.14,Node_10,
H0116,2025-09-25 20:00:00,0.071,West,residential,2,13.021122,80.23355,17.78,Node_9,
H0380,2025-09-25 20:00:00,0.12,East,residential,2,12.954116,80.205825,17.62,Node_8,no water since yesterday evening low water pressure in the morning
H0577,2025-09-25 20:00:00,0.222,Central,residential,3,12.955737,80.287617,13.52,Node_3,
H0348,2025-09-25 20:00:00,0.02,South,residential,2,12.965583,80.156542,11.01,Node_2,uneven supply across district water outage during weekend
H0123,2025-09-25 21:00:00,0.183,South,residential,2,12.925974,80.14469,18.67,Node_1,
H0686,2025-09-25 21:00:00,0.191,North,residential,4,12.908334,80.193763,15.13,Node_7,
H0472,2025-09-25 21:00:00,0.323,South,commercial,2,12.950238,80.259432,20.61,Node_1,
H0400,2025-09-25 21:00:00,0.01,North,residential,1,12.895162,80.1895,9.98,Node_3,
H0533,2025-09-25 21:00:00,0.222,Central,commercial,4,12.96335,80.245585,11.88,Node_6,
H0548,2025-09-25 21:00:00,0.18,East,residential,3,12.925698,80.182641,18.3,Node_3,
H0278,2025-09-25 21:00:00,0.261,South,residential,4,12.985313,80.190432,16.56,Node_10,
H0671,2025-09-25 21:00:00,0.152,South,residential,4,12.96872,80.194422,14.46,Node_6,
H0031,2025-09-25 21:00:00,0.081,South,residential,2,12.922759,80.245602,16.75,Node_1,
H0368,2025-09-25 21:00:00,0.325,North,commercial,4,12.93353,80.257934,14.68,Node_3,
H0511,2025-09-25 21:00:00,0.227,West,commercial,6,12.894034,80.23232,11.1,Node_9,
H0704,2025-09-25 21:00:00,0.154,West,residential,3,12.966683,80.14662,14.08,Node_6,
H0508,2025-09-25 21:00:00,0.233,South,residential,4,12.94443,80.175384,14.72,Node_1,
H0123,2025-09-25 21:00:00,0.115,South,residential,2,12.926931,80.146294,14.8,Node_3,
H0188,2025-09-25 22:00:00,0.193,Central,residential,6,12.987942,80.178065,19.81,Node_8,
H0026,2025-09-25 22:00:00,0.275,North,residential,5,12.933524,80.181299,15.62,Node_9,
H0216,2025-09-25 22:00:00,0.198,North,residential,4,12.984693,80.242162,11.44,Node_7,
H0578,2025-09-25 22:00:00,0.328,North,commercial,4,12.957582,80.208452,13.0,Node_3,
H0373,2025-09-25 22:00:00,0.198,East,commercial,4,12.976332,80.197068,14.2,Node_7,
H0742,2025-09-25 22:00:00,0.195,West,commercial,4,12.986081,80.230248,10.4,Node_8,
H0422,2025-09-25 22:00:00,0.255,East,commercial,4,12.959233,80.218457,11.47,Node_10,
H0478,2025-09-25 22:00:00,0.277,West,commercial,2,12.937042,80.261741,18.03,Node_10,
H0304,2025-09-25 23:00:00,0.113,Central,residential,3,12.864082,80.210039,21.25,Node_9,leak in pipeline near main road
H0330,2025-09-25 23:00:00,0.282,Central,residential,5,12.976409,80.173131,11.91,Node_7,
H0194,2025-09-25 23:00:00,0.202,Central,residential,5,12.984891,80.247728,15.16,Node_9,leak in pipeline near main road
H0485,2025-09-25 23:00:00,0.324,East,commercial,3,12.919485,80.22976,12.72,Node_5,requests for improved water quality no water since yesterday evening
H0581,2025-09-25 23:00:00,0.056,North,residential,1,12.928728,80.164186,11.54,Node_7,
H0323,2025-09-26 00:00:00,0.243,North,residential,6,12.977408,80.175584,16.35,Node_10,
H0241,2025-09-26 00:00:00,0.165,West,residential,5,12.944345,80.223675,17.69,Node_2,
H0303,2025-09-26 00:00:00,0.036,North,residential,2,12.953349,80.215514,15.76,Node_1,
H0189,2025-09-26 00:00:00,0.197,East,residential,4,12.935724,80.243213,14.71,Node_6,
H0411,2025-09-26 00:00:00,0.081,North,residential,3,12.908155,80.19763,12.05,Node_2,
H0431,2025-09-26 01:00:00,0.078,North,residential,4,12.93446,80.194009,12.05,Node_9,tap water brown sometimes water outage during weekend
H0002,2025-09-26 01:00:00,0.228,North,commercial,4,12.932062,80.183266,10.84,Node_6,
H0077,2025-09-26 01:00:00,0.142,Central,residential,2,12.963584,80.18292,14.28,Node_4,
H0127,2025-09-26 01:00:00,0.095,West,residential,3,12.873901,80.175923,10.58,Node_4,
H0145,2025-09-26 01:00:00,0.275,West,commercial,5,12.920681,80.195024,13.93,Node_5,
H0737,2025-09-26 01:00:00,0.064,North,residential,1,12.918004,80.258374,17.27,Node_7,
H0616,2025-09-26 01:00:00,0.146,South,residential,2,12.990527,80.218317,13.57,Node_5,
H0374,2025-09-26 01:00:00,0.027,East,residential,2,12.979165,80.214078,13.9,Node_3,
H0723,2025-09-26 02:00:00,0.138,North,residential,3,12.919162,80.177455,11.35,Node_10,
H0418,2025-09-26 02:00:00,0.217,East,residential,4,12.953785,80.180672,13.55,Node_6,
H0007,2025-09-26 02:00:00,0.034,North,residential,3,12.950639,80.167563,10.94,Node_7,
H0651,2025-09-26 02:00:00,0.131,Central,residential,2,12.986156,80.184081,19.79,Node_4,
H0075,2025-09-26 02:00:00,0.232,South,residential,4,12.97034,80.217963,12.49,Node_5,leak in pipeline near main road
H0656,2025-09-26 02:00:00,0.117,North,residential,5,12.931912,80.175954,15.18,Node_8,
H0783,2025-09-26 02:00:00,0.096,East,residential,2,12.955209,80.182037,15.91,Node_8,
H0117,2025-09-26 03:00:00,0.047,West,residential,2,12.926704,80.159005,13.79,Node_9,
H0230,2025-09-26 03:00:00,0.043,East,residential,4,12.934167,80.185544,10.24,Node_4,
H0212,2025-09-26 03:00:00,0.123,South,residential,2,12.896211,80.229228,12.42,Node_4,
H0784,2025-09-26 03:00:00,0.07,West,residential,2,12.93387,80.205687,16.06,Node_9,
H0479,2025-09-26 03:00:00,0.25,Central,residential,4,12.903305,80.225644,12.13,Node_3,
H0217,2025-09-26 03:00:00,0.224,South,commercial,2,12.969278,80.1941,15.57,Node_6,
H0374,2025-09-26 03:00:00,0.198,East,residential,2,12.979191,80.215224,7.95,Node_9,
H0039,2025-09-26 03:00:00,0.234,West,residential,4,12.970966,80.255441,13.95,Node_4,
H0195,2025-09-26 03:00:00,0.159,East,residential,2,12.930513,80.181651,14.64,Node_5,
H0353,2025-09-26 03:00:00,0.19,East,residential,5,12.935963,80.154377,19.91,Node_5,
H0561,2025-09-26 03:00:00,0.07,North,residential,2,12.923293,80.180554,12.76,Node_1,excellent timely supply
H0725,2025-09-26 03:00:00,0.08,West,residential,2,12.927748,80.241353,12.72,Node_10,
H0018,2025-09-26 03:00:00,0.171,South,residential,5,12.936454,80.152535,8.1,Node_10,
H0695,2025-09-26 03:00:00,0.204,North,residential,3,12.985393,80.188173,15.55,Node_5,
H0003,2025-09-26 04:00:00,0.172,North,residential,3,12.899403,80.187242,14.51,Node_10,
H0334,2025-09-26 04:00:00,0.114,West,residential,3,12.892024,80.203095,12.84,Node_10,
H0512,2025-09-26 04:00:00,0.066,West,residential,3,12.993082,80.162552,11.74,Node_6,no water since yesterday evening leak in pipeline near main road
H0021,2025-09-26 04:00:00,0.374,North,commercial,3,12.928171,80.19007,12.66,Node_2,
H0679,2025-09-26 04:00:00,0.116,South,residential,3,12.911567,80.257605,15.02,Node_6,uneven supply across district
H0431,2025-09-26 04:00:00,0.255,North,residential,4,12.934862,80.190333,16.14,Node_1,tap water brown sometimes water outage during weekend
H0268,2025-09-26 04:00:00,0.307,South,commercial,3,12.936506,80.196008,15.16,Node_8,
H0057,2025-09-26 04:00:00,0.103,North,residential,3,13.000997,80.211897,12.4,Node_9,
H0308,2025-09-26 04:00:00,0.197,West,residential,3,12.902811,80.224829,9.16,Node_3,
H0057,2025-09-26 04:00:00,0.153,North,residential,3,13.004457,80.210253,14.44,Node_5,
H0236,2025-09-26 05:00:00,0.062,Central,residential,2,12.968358,80.232409,13.5,Node_4,
H0256,2025-09-26 05:00:00,0.17,North,residential,3,12.921001,80.218162,13.64,Node_9,
H0668,2025-09-26 05:00:00,0.287,Central,commercial,4,12.920654,80.169637,11.2,Node_1,billing incorrect high amount requests for improved water quality
H0313,2025-09-26 05:00:00,0.189,East,residential,4,12.948848,80.170641,15.34,Node_9,billing incorrect high amount dirty water smell
H0581,2025-09-26 05:00:00,0.017,North,residential,1,12.927121,80.157149,18.44,Node_5,
H0335,2025-09-26 05:00:00,0.272,East,residential,5,12.988128,80.219134,15.11,Node_2,
H0750,2025-09-26 05:00:00,0.186,South,residential,2,12.950778,80.209513,9.85,Node_3,
H0627,2025-09-26 06:00:00,0.19,East,residential,3,12.959827,80.195507,17.58,Node_10,low water pressure in the morning
H0382,2025-09-26 06:00:00,0.101,Central,residential,2,12.952062,80.192383,10.88,Node_10,
H0416,2025-09-26 06:00:00,0.441,East,commercial,3,12.938382,80.180238,13.8,Node_10,
H0341,2025-09-26 06:00:00,0.379,Central,commercial,3,12.999959,80.187194,21.58,Node_6,
H0547,2025-09-26 06:00:00,0.143,Central,residential,3,12.976629,80.229715,14.74,Node_8,tap water brown sometimes billing incorrect high amount
H0010,2025-09-26 06:00:00,0.164,North,residential,1,12.921111,80.152388,13.25,Node_6,
H0546,2025-09-26 07:00:00,0.432,East,commercial,2,12.909117,80.203143,12.46,Node_5,no water since yesterday evening
H0114,2025-09-26 07:00:00,0.202,East,residential,3,12.942322,80.196692,10.72,Node_5,
H0589,2025-09-26 07:00:00,0.231,East,residential,4,12.960701,80.254423,9.05,Node_7,
H0091,2025-09-26 07:00:00,0.148,West,residential,2,12.911776,80.256242,10.5,Node_8,billing incorrect high amount
H0216,2025-09-26 07:00:00,0.246,North,residential,4,12.982458,80.240041,10.58,Node_3,
H0440,2025-09-26 07:00:00,0.141,South,residential,2,12.910399,80.174471,14.61,Node_9,
H0584,2025-09-26 07:00:00,0.281,East,residential,3,12.981221,80.23165,13.76,Node_9,
H0226,2025-09-26 07:00:00,0.219,East,residential,4,12.960635,80.21496,11.85,Node_1,
H0450,2025-09-26 08:00:00,0.113,West,residential,3,12.988458,80.192284,19.28,Node_4,
H0085,2025-09-26 08:00:00,0.425,Central,residential,6,12.957053,80.1983,13.45,Node_4,
H0758,2025-09-26 08:00:00,0.195,East,residential,4,13.01103,80.200244,14.83,Node_6,
H0492,2025-09-26 08:00:00,0.35,North,commercial,5,12.963072,80.199673,13.34,Node_3,
H0464,2025-09-26 08:00:00,0.084,South,residential,2,12.950765,80.228504,12.93,Node_2,
H0336,2025-09-26 08:00:00,0.047,North,residential,1,12.974556,80.17275,17.75,Node_8,
H0733,2025-09-26 08:00:00,0.145,East,residential,3,12.927744,80.222082,11.12,Node_1,
H0539,2025-09-26 08:00:00,0.295,Central,residential,4,12.966507,80.158201,20.51,Node_8,
H0180,2025-09-26 08:00:00,0.01,West,residential,2,12.901882,80.197374,9.68,Node_7,
H0075,2025-09-26 08:00:00,0.247,South,residential,4,12.970465,80.215439,17.78,Node_6,leak in pipeline near main road
H0761,2025-09-26 08:00:00,0.388,East,residential,5,12.919528,80.23416,14.76,Node_8,
H0254,2025-09-26 08:00:00,0.11,South,residential,1,12.951649,80.21494,20.68,Node_7,
H0604,2025-09-26 08:00:00,0.163,Central,residential,2,12.95766,80.185727,12.34,Node_1,
H0429,2025-09-26 09:00:00,0.154,East,residential,4,12.981009,80.234587,10.56,Node_10,
H0062,2025-09-26 09:00:00,0.237,South,residential,4,12.947026,80.186682,12.52,Node_4,no water since yesterday evening
H0047,2025-09-26 09:00:00,0.166,Central,residential,3,12.960989,80.217669,15.14,Node_4,
H0770,2025-09-26 09:00:00,0.124,South,residential,3,12.979545,80.206217,8.73,Node_8,
H0301,2025-09-26 09:00:00,0.239,Central,residential,4,12.951531,80.225166,15.87,Node_7,
H0271,2025-09-26 09:00:00,0.292,Central,residential,5,12.928146,80.18971,17.87,Node_7,
H0149,2025-09-26 09:00:00,0.232,East,residential,3,12.939296,80.189939,7.17,Node_4,
H0035,2025-09-26 09:00:00,0.212,South,residential,5,12.956253,80.210502,10.45,Node_7,
H0782,2025-09-26 09:00:00,0.36,East,commercial,3,12.911387,80.21264,12.48,Node_9,tap water brown sometimes dirty water smell
H0413,2025-09-26 10:00:00,0.133,North,residential,1,12.940262,80.178358,19.16,Node_6,
H0084,2025-09-26 10:00:00,0.181,Central,residential,3,12.937125,80.214734,13.7,Node_2,
H0623,2025-09-26 10:00:00,0.216,West,residential,4,12.922972,80.183054,20.27,Node_7,
H0715,2025-09-26 10:00:00,0.066,North,residential,3,12.954397,80.209729,9.0,Node_7,
H0491,2025-09-26 10:00:00,0.209,South,residential,3,12.94475,80.250959,18.38,Node_2,
H0297,2025-09-26 10:00:00,0.039,East,residential,3,12.949378,80.222864,10.23,Node_9,
H0153,2025-09-26 10:00:00,0.322,West,residential,5,12.935026,80.185197,15.47,Node_4,
H0750,2025-09-26 10:00:00,0.099,South,residential,2,12.949342,80.20626,14.13,Node_8,
H0511,2025-09-26 10:00:00,0.331,West,commercial,6,12.894299,80.230542,12.89,Node_4,
H0189,2025-09-26 10:00:00,0.2,East,residential,4,12.934483,80.242057,20.34,Node_6,
H0293,2025-09-26 10:00:00,0.391,North,commercial,5,12.98526,80.204548,15.04,Node_6,
H0560,2025-09-26 10:00:00,0.133,East,residential,4,12.958805,80.217733,15.21,Node_8,
H0717,2025-09-26 11:00:00,0.115,East,residential,3,12.95926,80.216253,17.21,Node_9,
H0712,2025-09-26 11:00:00,0.319,North,residential,6,12.936,80.180793,21.01,Node_9,
H0331,2025-09-26 11:00:00,0.175,East,residential,4,12.973127,80.232699,11.62,Node_5,tap water brown sometimes
H0282,2025-09-26 11:00:00,0.043,South,residential,1,12.986742,80.248722,14.64,Node_2,
H0506,2025-09-26 11:00:00,0.11,South,residential,4,12.958583,80.165827,14.76,Node_5,
H0298,2025-09-26 11:00:00,0.244,Central,commercial,2,12.934936,80.234926,16.97,Node_1,
H0126,2025-09-26 11:00:00,0.034,South,residential,2,12.933655,80.22471,12.11,Node_2,
H0126,2025-09-26 11:00:00,0.066,South,residential,2,12.928672,80.221993,20.69,Node_1,
H0501,2025-09-26 11:00:00,0.174,South,residential,4,12.936838,80.217544,11.37,Node_8,
H0204,2025-09-26 12:00:00,0.167,West,residential,5,12.963051,80.218422,10.66,Node_5,
H0470,2025-09-26 12:00:00,0.145,South,residential,3,12.971867,80.187363,16.53,Node_8,
H0372,2025-09-26 12:00:00,0.284,South,commercial,5,12.935844,80.214518,16.31,Node_7,
H0428,2025-09-26 12:00:00,0.164,West,commercial,5,12.89511,80.181261,19.31,Node_4,
H0355,2025-09-26 12:00:00,0.097,East,residential,2,12.945715,80.254988,9.24,Node_8,tap water brown sometimes
H0593,2025-09-26 12:00:00,0.276,East,commercial,2,12.932363,80.206971,14.99,Node_7,
H0410,2025-09-26 12:00:00,0.195,East,residential,3,12.93468,80.133634,19.02,Node_6,
H0753,2025-09-26 12:00:00,0.111,South,residential,4,12.954611,80.174592,14.65,Node_7,leak in pipeline near main road requests for improved water quality
H0365,2025-09-26 13:00:00,0.23,North,residential,3,12.956539,80.23507,10.92,Node_7,
H0449,2025-09-26 13:00:00,0.109,East,residential,5,12.948593,80.209756,12.92,Node_5,
H0469,2025-09-26 13:00:00,0.083,South,residential,2,12.975198,80.172681,13.62,Node_6,
H0226,2025-09-26 13:00:00,0.28,East,residential,4,12.961946,80.219232,13.88,Node_5,
H0397,2025-09-26 13:00:00,0.233,Central,residential,5,12.97524,80.217425,12.35,Node_4,water outage during weekend no water since yesterday evening
H0293,2025-09-26 13:00:00,0.227,North,commercial,5,12.987768,80.201842,12.03,Node_9,
H0471,2025-09-26 13:00:00,0.121,South,residential,5,12.976681,80.194464,13.78,Node_7,
H0158,2025-09-26 13:00:00,0.103,North,residential,2,12.956901,80.197808,10.18,Node_3,
H0709,2025-09-26 13:00:00,0.05,South,residential,3,12.913568,80.194375,13.83,Node_9,
H0052,2025-09-26 13:00:00,0.103,East,residential,3,12.940343,80.202445,14.66,Node_4,
H0287,2025-09-26 13:00:00,0.035,South,residential,3,12.959367,80.157861,11.02,Node_6,
H0311,2025-09-26 14:00:00,0.053,North,residential,3,12.936449,80.209603,11.76,Node_3,
H0078,2025-09-26 14:00:00,0.047,East,residential,2,12.935218,80.207305,16.37,Node_4,
H0002,2025-09-26 14:00:00,0.21,North,commercial,4,12.929698,80.184051,16.93,Node_9,
H0719,2025-09-26 14:00:00,0.066,Central,residential,2,12.865051,80.187154,21.61,Node_1,
H0380,2025-09-26 15:00:00,0.043,East,residential,2,12.954465,80.205849,10.25,Node_5,no water since yesterday evening low water pressure in the morning
H0101,2025-09-26 15:00:00,0.07,South,residential,1,12.983225,80.146588,13.56,Node_10,
